,type,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,logit_score
311,white,5.0,0.55,0.14,8.3,0.032,35.0,164.0,0.9918,3.53,0.51,12.5,8,1
312,white,7.8,0.25,0.41,3.7,0.042,37.0,149.0,0.9954,3.36,0.45,10.0,6,0
313,white,5.7,0.36,0.21,6.7,0.038,51.0,166.0,0.9941,3.29,0.63,10.0,6,0
314,white,5.8,0.34,0.21,6.6,0.04,50.0,167.0,0.9941,3.29,0.62,10.0,5,0
315,white,6.8,0.28,0.6,1.1,0.132,42.0,127.0,0.9934,3.09,0.44,9.1,6,0
316,white,6.8,0.25,0.34,4.7,0.031,34.0,134.0,0.9927,3.21,0.38,10.6,6,0
317,white,6.6,0.24,0.35,7.7,0.031,36.0,135.0,0.9938,3.19,0.37,10.5,5,0
318,white,5.9,0.3,0.47,7.85,0.03,19.0,133.0,0.9933,3.52,0.43,11.5,7,1
319,white,6.1,0.125,0.25,3.3,0.04,10.0,69.0,0.9934,3.54,0.59,10.1,6,0
320,white,6.0,0.1,0.24,1.1,0.040999999999999995,15.0,65.0,0.9927,3.61,0.61,10.3,7,1
323,white,6.8,0.28,0.44,9.3,0.031,35.0,137.0,0.9946,3.16,0.36,10.4,6,0
324,white,8.3,0.41,0.51,2.0,0.046,11.0,207.0,0.993,3.02,0.55,11.4,5,0
325,white,7.5,0.27,0.31,5.8,0.057,131.0,313.0,0.9946,3.18,0.59,10.5,5,0
326,white,7.9,0.26,0.41,15.15,0.04,38.0,216.0,0.9976,2.96,0.6,10.0,6,0
327,white,6.4,0.34,0.23,6.3,0.039,37.0,143.0,0.9944,3.19,0.65,10.0,6,0
328,white,6.5,0.28,0.35,15.4,0.042,55.0,195.0,0.9978,3.23,0.5,9.6,6,0
329,white,7.2,0.21,0.41,1.3,0.036000000000000004,33.0,85.0,0.992,3.17,0.51,10.4,5,0
330,white,6.4,0.32,0.35,4.8,0.03,34.0,101.0,0.9912,3.36,0.6,12.5,8,1
331,white,6.8,0.24,0.34,4.6,0.032,37.0,135.0,0.9927,3.2,0.39,10.6,5,0
332,white,6.3,0.23,0.3,1.8,0.033,16.0,91.0,0.9906,3.28,0.4,11.8,6,0
333,white,6.5,0.28,0.34,9.9,0.038,30.0,133.0,0.9954,3.11,0.44,9.8,5,0
334,white,5.6,0.26,0.26,5.7,0.031,12.0,80.0,0.9923,3.25,0.38,10.8,5,0
336,white,6.3,0.23,0.33,1.5,0.036000000000000004,15.0,105.0,0.991,3.32,0.42,11.2,6,0
337,white,5.8,0.27,0.27,12.3,0.045,55.0,170.0,0.9972,3.28,0.42,9.3,6,0
338,white,5.9,0.26,0.4,1.3,0.047,12.0,139.0,0.9945,3.45,0.53,10.4,5,0
339,white,6.6,0.18,0.35,1.5,0.049,49.0,141.0,0.9934,3.43,0.85,10.2,7,1
340,white,7.4,0.2,0.43,7.8,0.045,27.0,153.0,0.9964,3.19,0.55,9.0,7,1
341,white,8.0,0.24,0.36,1.5,0.047,17.0,129.0,0.9948,3.2,0.54,10.0,6,0
342,white,6.4,0.26,0.42,9.7,0.044000000000000004,30.0,140.0,0.9962,3.18,0.47,9.1,6,0
343,white,5.4,0.31,0.47,3.0,0.053,46.0,144.0,0.9931,3.29,0.76,10.0,5,0
344,white,5.4,0.29,0.47,3.0,0.052000000000000005,47.0,145.0,0.993,3.29,0.75,10.0,6,0
345,white,7.1,0.145,0.33,4.6,0.05,33.0,131.0,0.9942,3.28,0.4,9.6,6,0
346,white,5.6,0.34,0.1,1.3,0.031,20.0,68.0,0.9906,3.36,0.51,11.2,7,1
347,white,6.7,0.19,0.41,15.6,0.055999999999999994,75.0,155.0,0.9995,3.2,0.44,8.8,6,0
348,white,7.8,0.18,0.46,13.6,0.052000000000000005,38.0,118.0,0.998,3.15,0.5,10.0,6,0
349,white,7.6,0.17,0.45,11.2,0.054000000000000006,56.0,137.0,0.997,3.15,0.47,10.0,5,0
350,white,6.3,0.12,0.36,2.1,0.044000000000000004,47.0,146.0,0.9914,3.27,0.74,11.4,7,1
351,white,7.3,0.33,0.4,6.85,0.038,32.0,138.0,0.992,3.03,0.3,11.9,7,1
352,white,5.5,0.335,0.3,2.5,0.071,27.0,128.0,0.9924,3.14,0.51,9.6,6,0
354,white,5.8,0.4,0.42,4.4,0.047,38.5,245.0,0.9937,3.25,0.57,9.6,6,0
355,white,7.3,0.22,0.37,14.3,0.063,48.0,191.0,0.9978,2.89,0.38,9.0,6,0
357,white,6.1,0.36,0.33,1.1,0.05,24.0,169.0,0.9927,3.15,0.78,9.5,6,0
358,white,10.0,0.2,0.39,1.4,0.05,19.0,152.0,0.9940000000000001,3.0,0.42,10.4,6,0
359,white,6.9,0.24,0.34,4.7,0.04,43.0,161.0,0.9935,3.2,0.59,10.6,6,0
360,white,6.4,0.24,0.32,14.9,0.047,54.0,162.0,0.9968,3.28,0.5,10.2,6,0
361,white,7.1,0.365,0.14,1.2,0.055,24.0,84.0,0.9941,3.15,0.43,8.9,5,0
362,white,6.8,0.15,0.3,5.3,0.05,40.0,127.0,0.9942,3.4,0.39,9.7,6,0
364,white,6.8,0.16,0.4,2.3,0.037000000000000005,18.0,102.0,0.9923,3.49,0.42,11.4,7,1
365,white,6.0,0.26,0.32,3.5,0.027999999999999997,29.0,113.0,0.9912,3.4,0.71,12.3,7,1
366,white,6.0,0.18,0.27,1.5,0.08900000000000001,40.0,143.0,0.9923,3.49,0.62,10.8,6,0
367,white,6.9,0.33,0.21,1.0,0.053,39.0,148.0,0.9927,3.12,0.45,9.4,6,0
369,white,7.1,0.39,0.35,12.5,0.044000000000000004,26.0,72.0,0.9941,3.17,0.29,11.6,5,0
371,white,7.7,0.29,0.48,2.3,0.049,36.0,178.0,0.9931,3.17,0.64,10.6,6,0
372,white,6.6,0.905,0.19,0.8,0.048,17.0,204.0,0.9934,3.34,0.56,10.0,5,0
373,white,7.2,0.27,0.27,2.4,0.048,30.0,149.0,0.9936,3.1,0.51,9.2,6,0
374,white,5.1,0.33,0.22,1.6,0.027000000000000003,18.0,89.0,0.9893,3.51,0.38,12.5,7,1
376,white,6.4,0.31,0.28,1.5,0.037000000000000005,12.0,119.0,0.9919,3.32,0.51,10.4,7,1
377,white,7.3,0.2,0.44,1.4,0.045,21.0,98.0,0.9924,3.15,0.46,10.0,7,1
378,white,5.7,0.32,0.5,2.6,0.049,17.0,155.0,0.9927,3.22,0.64,10.0,6,0
381,white,7.2,0.28,0.26,12.5,0.046,48.0,179.0,0.9975,3.1,0.52,9.0,6,0
382,white,7.5,0.35,0.28,9.6,0.051,26.0,157.0,0.9969,3.12,0.53,9.2,6,0
384,white,6.0,0.36,0.39,3.2,0.027000000000000003,20.0,125.0,0.991,3.38,0.39,11.3,7,1
386,white,5.0,0.17,0.56,1.5,0.026000000000000002,24.0,115.0,0.9906,3.48,0.39,10.8,7,1
387,white,6.3,0.39,0.35,5.9,0.04,82.5,260.0,0.9941,3.12,0.66,10.1,5,0
388,white,6.7,0.21,0.32,5.4,0.047,29.0,140.0,0.995,3.39,0.46,9.7,6,0
389,white,7.0,0.3,0.38,14.9,0.032,60.0,181.0,0.9983,3.18,0.61,9.3,7,1
391,white,6.5,0.36,0.32,1.1,0.031,13.0,66.0,0.9916,3.1,0.46,10.6,5,0
392,white,6.1,0.55,0.15,9.8,0.031,19.0,125.0,0.9957,3.36,0.47,10.2,6,0
393,white,7.3,0.24,0.43,2.0,0.021,20.0,69.0,0.99,3.08,0.56,12.2,6,0
394,white,6.8,0.37,0.51,11.8,0.044000000000000004,62.0,163.0,0.9976,3.19,0.44,8.8,5,0
395,white,6.8,0.27,0.12,1.3,0.04,87.0,168.0,0.992,3.18,0.41,10.0,5,0
396,white,8.2,0.28,0.42,1.8,0.031,30.0,93.0,0.9917,3.09,0.39,11.4,5,0
397,white,6.3,0.2,0.4,1.5,0.037000000000000005,35.0,107.0,0.9917,3.46,0.5,11.4,6,0
398,white,5.9,0.26,0.27,18.2,0.048,52.0,168.0,0.9993,3.35,0.44,9.4,5,0
399,white,6.4,0.19,0.42,2.9,0.032,32.0,83.0,0.9908,3.3,0.41,11.7,6,0
402,white,6.1,0.35,0.07,1.4,0.069,22.0,108.0,0.9934,3.23,0.52,9.2,5,0
403,white,7.1,0.27,0.31,18.2,0.046,55.0,252.0,1.0,3.07,0.56,8.7,5,0
404,white,6.8,0.22,0.31,6.3,0.035,33.0,170.0,0.9918,3.24,0.66,12.6,6,0
406,white,5.8,0.28,0.34,4.0,0.031,40.0,99.0,0.9896,3.39,0.39,12.8,7,1
407,white,6.9,0.49,0.24,1.2,0.049,13.0,125.0,0.9932,3.17,0.51,9.4,5,0
408,white,6.3,0.14,0.39,1.2,0.044000000000000004,26.0,116.0,0.992,3.26,0.53,10.3,6,0
410,white,7.2,0.25,0.39,18.95,0.038,42.0,155.0,0.9999,2.97,0.47,9.0,6,0
411,white,7.3,0.28,0.36,12.7,0.04,38.0,140.0,0.998,3.3,0.79,9.6,6,0
412,white,7.2,0.19,0.39,1.2,0.036000000000000004,32.0,85.0,0.9918,3.16,0.5,10.5,5,0
416,white,7.4,0.21,0.27,1.2,0.040999999999999995,27.0,99.0,0.9927,3.19,0.33,9.8,6,0
417,white,6.8,0.26,0.22,7.7,0.047,57.0,210.0,0.9959,3.1,0.47,9.0,5,0
419,white,7.4,0.31,0.28,1.6,0.05,33.0,137.0,0.9929,3.31,0.56,10.5,6,0
420,white,7.0,0.22,0.31,2.7,0.03,41.0,136.0,0.9898,3.16,0.37,12.7,7,1
421,white,7.0,0.21,0.28,8.7,0.045,37.0,222.0,0.9954,3.25,0.54,10.4,6,0
422,white,7.0,0.21,0.28,8.6,0.045,37.0,221.0,0.9954,3.25,0.54,10.4,6,0
424,white,6.9,0.23,0.38,8.3,0.047,47.0,162.0,0.9954,3.34,0.52,10.5,7,1
427,white,6.8,0.29,0.5,13.3,0.053,48.0,194.0,0.9974,3.09,0.45,9.4,5,0
428,white,7.8,0.21,0.27,1.2,0.051,20.0,89.0,0.9936,3.06,0.46,9.1,5,0
429,white,7.1,0.31,0.47,13.6,0.055999999999999994,54.0,197.0,0.9978,3.1,0.49,9.3,5,0
431,white,6.4,0.34,0.1,1.1,0.048,19.0,84.0,0.9927,3.21,0.38,9.8,5,0
432,white,7.4,0.155,0.34,2.3,0.045,73.5,214.0,0.9934,3.18,0.61,9.9,7,1
433,white,7.2,0.55,0.09,1.5,0.10800000000000001,16.0,151.0,0.9938,3.07,0.57,9.2,4,0
434,white,7.0,0.23,0.36,7.1,0.027999999999999997,31.0,104.0,0.9922,3.35,0.47,12.1,8,1
435,white,6.9,0.2,0.37,6.2,0.027000000000000003,24.0,97.0,0.992,3.38,0.49,12.2,7,1
436,white,6.1,0.28,0.32,2.5,0.042,23.0,218.5,0.9935,3.27,0.6,9.8,5,0
437,white,6.6,0.16,0.32,1.4,0.035,49.0,186.0,0.9906,3.35,0.64,12.4,8,1
439,white,6.2,0.35,0.04,1.2,0.06,23.0,108.0,0.9934,3.26,0.54,9.2,5,0
441,white,6.1,0.38,0.2,6.6,0.033,25.0,137.0,0.9938,3.3,0.69,10.4,6,0
442,white,6.0,0.25,0.28,2.2,0.026000000000000002,54.0,126.0,0.9898,3.43,0.65,12.9,8,1
443,white,6.6,0.52,0.44,12.2,0.048,54.0,245.0,0.9975,3.26,0.54,9.3,6,0
444,white,6.9,0.24,0.36,20.8,0.031,40.0,139.0,0.9975,3.2,0.33,11.0,6,0
445,white,7.1,0.32,0.32,11.0,0.038,16.0,66.0,0.9937,3.24,0.4,11.5,3,0
446,white,5.8,0.28,0.27,2.6,0.054000000000000006,30.0,156.0,0.9914,3.53,0.42,12.4,5,0
447,white,6.5,0.41,0.24,14.0,0.048,24.0,113.0,0.9982,3.44,0.53,9.8,6,0
449,white,6.4,0.28,0.29,1.6,0.052000000000000005,34.0,127.0,0.9929,3.48,0.56,10.5,7,1
450,white,7.2,0.6,0.2,9.9,0.07,21.0,174.0,0.9971,3.03,0.54,9.1,5,0
451,white,6.1,0.2,0.25,1.2,0.038,34.0,128.0,0.9921,3.24,0.44,10.1,5,0
452,white,5.9,0.46,0.14,2.7,0.042,27.0,160.0,0.9931,3.46,0.51,10.6,7,1
453,white,6.0,0.27,0.27,1.6,0.046,32.0,113.0,0.9924,3.41,0.51,10.5,7,1
455,white,6.4,0.41,0.24,14.0,0.048,24.0,113.0,0.9982,3.44,0.53,9.8,6,0
456,white,6.3,0.23,0.31,1.5,0.022000000000000002,11.0,82.0,0.9892,3.3,0.4,12.9,7,1
457,white,7.1,0.21,0.27,8.6,0.055999999999999994,26.0,111.0,0.9956,2.95,0.52,9.5,5,0
458,white,6.0,0.37,0.32,1.0,0.053,31.0,218.5,0.9924,3.29,0.72,9.8,6,0
459,white,6.1,0.43,0.35,9.1,0.059000000000000004,83.0,249.0,0.9971,3.37,0.5,8.5,5,0
461,white,7.0,0.25,0.29,15.2,0.047,40.0,171.0,0.9982,3.22,0.45,9.3,5,0
462,white,5.9,0.25,0.19,12.4,0.047,50.0,162.0,0.9973,3.35,0.38,9.5,5,0
463,white,6.8,0.32,0.21,2.2,0.044000000000000004,15.0,68.0,0.9932,3.17,0.39,9.4,6,0
464,white,7.2,0.39,0.62,11.0,0.047,66.0,178.0,0.9976,3.16,0.5,8.7,5,0
465,white,6.3,0.21,0.58,10.0,0.081,34.0,126.0,0.9962,2.95,0.46,8.9,5,0
466,white,7.0,0.14,0.32,9.0,0.039,54.0,141.0,0.9956,3.22,0.43,9.4,6,0
469,white,7.2,0.29,0.53,18.15,0.047,59.0,182.0,0.9992,3.09,0.52,9.6,5,0
470,white,8.6,0.37,0.7,12.15,0.039,21.0,158.0,0.9983,3.0,0.73,9.3,6,0
471,white,6.5,0.38,0.34,3.4,0.036000000000000004,34.0,200.0,0.9937,3.14,0.76,10.0,5,0
472,white,6.6,0.24,0.29,2.0,0.023,19.0,86.0,0.99,3.25,0.45,12.5,6,0
473,white,7.0,0.17,0.31,4.8,0.034,34.0,132.0,0.9944,3.36,0.48,9.6,7,1
474,white,5.5,0.16,0.22,4.5,0.03,30.0,102.0,0.9938,3.24,0.36,9.4,6,0
475,white,7.0,0.24,0.51,11.0,0.028999999999999998,55.0,227.0,0.9965,3.03,0.61,9.5,5,0
476,white,7.4,0.28,0.36,1.1,0.027999999999999997,42.0,105.0,0.9893,2.99,0.39,12.4,7,1
477,white,7.0,0.22,0.28,1.5,0.037000000000000005,29.0,115.0,0.9927,3.11,0.55,10.5,6,0
478,white,7.1,0.55,0.13,1.7,0.073,21.0,165.0,0.9940000000000001,2.97,0.58,9.2,6,0
479,white,6.3,0.22,0.33,1.7,0.040999999999999995,67.0,164.0,0.9928,3.32,0.56,10.4,6,0
480,white,6.7,0.47,0.34,8.9,0.043,31.0,172.0,0.9964,3.22,0.6,9.2,5,0
481,white,5.9,0.36,0.41,1.3,0.047,45.0,104.0,0.9917,3.33,0.51,10.6,6,0
482,white,5.8,0.25,0.24,13.3,0.044000000000000004,41.0,137.0,0.9972,3.34,0.42,9.5,5,0
484,white,6.2,0.37,0.3,6.6,0.34600000000000003,79.0,200.0,0.9954,3.29,0.58,9.6,5,0
485,white,6.2,0.18,0.38,1.5,0.027999999999999997,36.0,117.0,0.993,3.47,0.54,9.7,6,0
486,white,6.0,0.16,0.37,1.5,0.025,43.0,117.0,0.9928,3.46,0.51,9.7,6,0
487,white,6.6,0.34,0.28,1.3,0.035,32.0,90.0,0.9916,3.1,0.42,10.7,6,0
488,white,7.4,0.29,0.29,1.6,0.045,53.0,180.0,0.9936,3.34,0.68,10.5,6,0
489,white,7.4,0.26,0.31,7.6,0.047,52.0,177.0,0.9962,3.13,0.45,8.9,6,0
490,white,7.0,0.28,0.36,1.0,0.035,8.0,70.0,0.9899,3.09,0.46,12.1,6,0
491,white,7.1,0.23,0.39,1.6,0.032,12.0,65.0,0.9898,3.25,0.4,12.7,7,1
492,white,7.8,0.19,0.26,8.9,0.039,42.0,182.0,0.996,3.18,0.46,9.9,6,0
493,white,6.3,0.19,0.28,1.8,0.022000000000000002,28.0,158.0,0.9907,3.2,0.64,11.4,6,0
494,white,6.8,0.2,0.38,4.7,0.04,27.0,103.0,0.9940000000000001,3.37,0.58,10.7,6,0
495,white,5.7,0.44,0.13,7.0,0.025,28.0,173.0,0.9913,3.33,0.48,12.5,6,0
496,white,7.2,0.4,0.62,10.8,0.040999999999999995,70.0,189.0,0.9976,3.08,0.49,8.6,4,0
497,white,6.8,0.23,0.32,1.6,0.026000000000000002,43.0,147.0,0.9904,3.29,0.54,12.5,6,0
498,white,5.7,0.335,0.34,1.0,0.04,13.0,174.0,0.992,3.27,0.66,10.0,5,0
500,white,7.2,0.28,0.54,16.7,0.045,54.0,200.0,0.9990000000000001,3.08,0.49,9.5,6,0
501,white,6.8,0.19,0.58,14.2,0.038,51.0,164.0,0.9975,3.12,0.48,9.6,6,0
502,white,6.4,0.3,0.3,2.25,0.038,8.0,210.0,0.9937,3.2,0.62,9.9,6,0
503,white,6.5,0.3,0.29,2.25,0.037000000000000005,8.0,210.0,0.9937,3.19,0.62,9.9,5,0
504,white,7.8,0.18,0.31,12.2,0.053,46.0,140.0,0.998,3.06,0.53,8.9,6,0
506,white,7.3,0.51,0.26,3.3,0.09,7.0,135.0,0.9944,3.01,0.52,8.8,5,0
507,white,6.0,0.24,0.27,1.9,0.048,40.0,170.0,0.9938,3.64,0.54,10.0,7,1
508,white,5.9,0.62,0.28,3.5,0.039,55.0,152.0,0.9907,3.44,0.44,12.0,6,0
510,white,6.7,0.27,0.12,1.3,0.040999999999999995,62.0,138.0,0.9921,3.21,0.42,10.0,6,0
511,white,7.8,0.34,0.35,1.8,0.042,8.0,167.0,0.9908,3.11,0.41,12.1,6,0
512,white,7.3,0.26,0.36,5.2,0.04,31.0,141.0,0.9931,3.16,0.59,11.0,6,0
513,white,7.4,0.36,0.33,1.4,0.025,27.0,55.0,0.9915,3.21,0.33,11.2,6,0
514,white,7.8,0.28,0.32,9.0,0.036000000000000004,34.0,115.0,0.9952,3.17,0.39,10.3,7,1
515,white,6.1,0.31,0.26,2.2,0.051,28.0,167.0,0.9926,3.37,0.47,10.4,6,0
516,white,6.8,0.18,0.37,1.6,0.055,47.0,154.0,0.9934,3.08,0.45,9.1,5,0
517,white,7.4,0.15,0.42,1.7,0.045,49.0,154.0,0.992,3.0,0.6,10.4,6,0
519,white,7.2,0.34,0.34,12.6,0.048,7.0,41.0,0.9942,3.19,0.4,11.7,5,0
520,white,7.9,0.19,0.26,2.1,0.039,8.0,143.0,0.9942,3.05,0.74,9.8,5,0
522,white,6.9,0.25,0.4,1.3,0.038,22.0,101.0,0.9901,3.03,0.39,11.4,6,0
523,white,5.8,0.36,0.32,1.7,0.033,22.0,96.0,0.9898,3.03,0.38,11.2,6,0
524,white,5.6,0.35,0.37,1.0,0.038,6.0,72.0,0.9902,3.37,0.34,11.4,5,0
525,white,5.9,0.32,0.39,3.3,0.114,24.0,140.0,0.9934,3.09,0.45,9.2,6,0
526,white,7.2,0.31,0.46,5.0,0.04,3.0,29.0,0.9906,3.04,0.53,12.5,4,0
527,white,6.1,0.28,0.22,1.8,0.034,32.0,116.0,0.9898,3.36,0.44,12.6,6,0
528,white,5.2,0.36,0.02,1.6,0.031,24.0,104.0,0.9896,3.44,0.35,12.2,6,0
529,white,5.6,0.19,0.47,4.5,0.03,19.0,112.0,0.9922,3.56,0.45,11.2,6,0
530,white,6.4,0.1,0.35,4.9,0.048,31.0,103.0,0.9947,3.43,0.79,9.7,6,0
531,white,6.4,0.18,0.48,4.0,0.18600000000000003,64.0,150.0,0.9945,3.06,0.4,9.3,5,0
532,white,7.4,0.25,0.36,13.2,0.067,53.0,178.0,0.9976,3.01,0.48,9.0,6,0
535,white,7.9,0.345,0.51,15.3,0.047,54.0,171.0,0.9987,3.09,0.51,9.1,5,0
538,white,6.1,0.24,0.3,1.5,0.045,22.0,61.0,0.992,3.31,0.54,10.4,5,0
539,white,6.8,0.25,0.24,4.55,0.053,41.0,211.0,0.9955,3.37,0.67,9.5,6,0
540,white,6.7,0.31,0.31,9.9,0.04,10.0,175.0,0.9953,3.46,0.55,11.4,4,0
541,white,7.2,0.46,0.65,10.4,0.05,76.0,192.0,0.9976,3.16,0.42,8.7,5,0
542,white,5.5,0.35,0.35,1.1,0.045,14.0,167.0,0.992,3.34,0.68,9.9,6,0
543,white,6.7,0.24,0.41,8.7,0.036000000000000004,29.0,148.0,0.9952,3.22,0.62,9.9,6,0
544,white,6.8,0.28,0.17,13.9,0.047,49.0,162.0,0.9983,3.21,0.51,9.0,6,0
545,white,6.4,0.16,0.22,1.4,0.04,41.0,149.0,0.9933,3.49,0.58,10.0,6,0
546,white,6.3,0.26,0.24,7.2,0.039,38.0,172.0,0.9958,3.49,0.64,9.7,6,0
547,white,7.7,0.22,0.42,1.9,0.052000000000000005,10.0,87.0,0.9922,3.3,0.49,11.8,6,0
548,white,6.5,0.18,0.31,1.7,0.044000000000000004,30.0,127.0,0.9928,3.49,0.5,10.2,7,1
550,white,7.0,0.3,0.51,13.6,0.05,40.0,168.0,0.9976,3.07,0.52,9.6,7,1
551,white,9.2,0.25,0.34,1.2,0.026000000000000002,31.0,93.0,0.9916,2.93,0.37,11.3,7,1
552,white,7.8,0.28,0.34,1.6,0.027999999999999997,32.0,118.0,0.9901,3.0,0.38,12.1,7,1
556,white,8.4,0.35,0.71,12.2,0.046,22.0,160.0,0.9982,2.98,0.65,9.4,5,0
557,white,6.1,0.41,0.24,1.6,0.049,16.0,137.0,0.993,3.32,0.5,10.4,6,0
558,white,5.9,0.21,0.24,12.1,0.044000000000000004,53.0,165.0,0.9969,3.25,0.39,9.5,5,0
559,white,7.2,0.34,0.44,4.2,0.047,51.0,144.0,0.991,3.01,0.76,12.3,6,0
560,white,6.7,0.21,0.42,9.1,0.049,31.0,150.0,0.9953,3.12,0.74,9.9,7,1
561,white,5.9,0.37,0.1,1.6,0.057,39.0,128.0,0.9924,3.24,0.48,10.1,5,0
562,white,7.7,0.34,0.27,8.8,0.063,39.0,184.0,0.9969,3.09,0.63,9.2,6,0
563,white,7.4,0.3,0.22,1.4,0.046,16.0,135.0,0.9928,3.08,0.77,10.4,7,1
564,white,6.8,0.51,0.3,4.2,0.066,38.0,165.0,0.9945,3.2,0.42,9.1,5,0
565,white,7.8,0.22,0.38,10.3,0.059000000000000004,28.0,99.0,0.9967,3.12,0.47,10.0,6,0
566,white,7.2,0.35,0.34,12.4,0.051,6.0,37.0,0.9944,3.13,0.39,11.5,6,0
567,white,6.0,0.26,0.5,2.2,0.048,59.0,153.0,0.9928,3.08,0.61,9.8,5,0
568,white,6.1,0.26,0.51,2.2,0.05,61.0,154.0,0.9929,3.08,0.6,9.8,6,0
569,white,6.5,0.28,0.27,5.2,0.04,44.0,179.0,0.9948,3.19,0.69,9.4,6,0
570,white,7.4,0.41,0.66,10.8,0.051,77.0,194.0,0.9976,3.05,0.46,8.7,5,0
571,white,6.5,0.28,0.29,2.7,0.038,26.0,107.0,0.9912,3.32,0.41,11.6,7,1
572,white,6.7,0.34,0.54,16.3,0.047,44.0,181.0,0.9987,3.04,0.56,8.8,5,0
573,white,7.2,0.2,0.34,2.7,0.032,49.0,151.0,0.99,3.16,0.39,12.7,7,1
574,white,7.4,0.2,0.33,1.9,0.035,39.0,138.0,0.991,3.17,0.44,11.7,7,1
575,white,8.2,0.22,0.3,1.8,0.047,47.0,185.0,0.9933,3.13,0.5,10.2,6,0
576,white,8.2,0.23,0.29,1.8,0.047,47.0,187.0,0.9933,3.13,0.5,10.2,6,0
577,white,7.1,0.22,0.33,2.8,0.033,48.0,153.0,0.9899,3.15,0.38,12.7,7,1
579,white,6.0,0.38,0.26,6.0,0.034,42.0,134.0,0.9912,3.38,0.38,12.3,7,1
581,white,5.7,0.18,0.22,4.2,0.042,25.0,111.0,0.9940000000000001,3.35,0.39,9.4,5,0
582,white,7.3,0.3,0.22,6.4,0.055999999999999994,44.0,168.0,0.9947,3.13,0.35,10.1,6,0
583,white,7.4,0.24,0.22,10.7,0.042,26.0,81.0,0.9954,2.86,0.36,9.7,6,0
584,white,6.6,0.25,0.3,1.6,0.046,32.0,134.0,0.993,3.42,0.51,10.1,7,1
586,white,7.4,0.26,0.3,7.9,0.049,38.0,157.0,0.9963,3.13,0.48,8.9,6,0
588,white,6.9,0.28,0.27,2.1,0.036000000000000004,42.0,121.0,0.9926,3.42,0.49,10.8,7,1
589,white,7.0,0.23,0.33,5.8,0.04,25.0,136.0,0.995,3.19,0.58,9.5,6,0
590,white,7.1,0.31,0.5,14.5,0.059000000000000004,6.0,148.0,0.9983,2.94,0.44,9.1,5,0
591,white,7.3,0.2,0.37,1.2,0.037000000000000005,48.0,119.0,0.992,3.32,0.49,10.9,6,0
592,white,6.9,0.41,0.33,10.1,0.043,28.0,152.0,0.9968,3.2,0.52,9.4,5,0
593,white,6.4,0.45,0.07,1.1,0.03,10.0,131.0,0.9905,2.97,0.28,10.8,5,0
594,white,6.4,0.475,0.06,1.0,0.03,9.0,131.0,0.9904,2.97,0.29,10.8,5,0
595,white,6.3,0.27,0.38,0.9,0.051,7.0,140.0,0.9926,3.45,0.5,10.5,7,1
597,white,7.0,0.29,0.37,4.9,0.034,26.0,127.0,0.9928,3.17,0.44,10.8,6,0
598,white,5.9,0.27,0.29,11.4,0.036000000000000004,31.0,115.0,0.9949,3.35,0.48,10.5,8,1
599,white,6.9,0.19,0.4,1.4,0.036000000000000004,14.0,55.0,0.9909,3.08,0.68,11.5,7,1
600,white,6.7,0.3,0.35,1.4,0.18,36.0,160.0,0.9937,3.11,0.54,9.4,6,0
601,white,7.2,0.24,0.4,1.4,0.045,31.0,106.0,0.9914,2.88,0.38,10.8,6,0
604,white,6.3,0.26,0.49,1.5,0.052000000000000005,34.0,134.0,0.9924,2.99,0.61,9.8,6,0
606,white,7.3,0.25,0.29,7.5,0.049,38.0,158.0,0.9965,3.43,0.38,9.6,5,0
608,white,6.1,0.28,0.25,17.75,0.044000000000000004,48.0,161.0,0.9993,3.34,0.48,9.5,5,0
609,white,7.4,0.37,0.35,5.7,0.061,12.0,94.0,0.9965,3.48,0.69,10.7,6,0
610,white,6.5,0.36,0.28,3.2,0.037000000000000005,29.0,119.0,0.9908,3.25,0.65,12.4,8,1
611,white,7.4,0.24,0.4,4.3,0.032,9.0,95.0,0.992,3.09,0.39,11.1,6,0
612,white,7.5,0.23,0.68,11.0,0.047,37.0,133.0,0.9978,2.99,0.38,8.8,5,0
613,white,7.5,0.21,0.68,10.9,0.045,38.0,133.0,0.9978,3.0,0.36,8.7,5,0
616,white,7.8,0.32,0.33,2.4,0.037000000000000005,18.0,101.0,0.9912,3.21,0.65,11.7,7,1
617,white,7.8,0.26,0.27,1.9,0.051,52.0,195.0,0.9928,3.23,0.5,10.9,6,0
618,white,7.7,0.24,0.27,1.8,0.051,52.0,190.0,0.9928,3.23,0.5,10.8,6,0
619,white,7.4,0.19,0.3,1.4,0.057,33.0,135.0,0.993,3.12,0.5,9.6,6,0
620,white,6.5,0.46,0.41,16.8,0.084,59.0,222.0,0.9993,3.18,0.58,9.0,5,0
622,white,5.3,0.32,0.12,6.6,0.043,22.0,141.0,0.9937,3.36,0.6,10.4,6,0
623,white,7.2,0.24,0.34,1.1,0.045,3.0,64.0,0.9913,3.23,0.51,11.4,5,0
624,white,6.0,0.36,0.06,1.4,0.066,27.0,128.0,0.9934,3.26,0.55,9.3,5,0
625,white,6.2,0.24,0.29,13.3,0.039,49.0,130.0,0.9952,3.33,0.46,11.0,8,1
