,Unnamed: 0,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery,logit_score
112110,112110,Portugal,"There is a light prickle on the palate of this Alvarinho-Trajadura blend, giving lift to the just off-dry peach and orange zest flavors. It's an attractive, fruity wine to drink now.",Grande Escolha,86,14.0,Vinho Verde,,,Roger Voss,@vossroger,Quinta da Lixa 2014 Grande Escolha White (Vinho Verde),Portuguese White,Quinta da Lixa,0
112339,112339,Portugal,"The blend of this rich wine is dominated by Alvarinho, some of it from old vines. With its wonderful ripe fruit and layers of apricot and pear flavors, this is like no other Vinho Verde. That is except for that zingy acidity that gives the wine is refreshing fruitiness at the end. Drink now.",Reserva Special Edition,92,40.0,Vinho Verde,,,Roger Voss,@vossroger,Casa do Valle 2015 Reserva Special Edition White (Vinho Verde),Portuguese White,Casa do Valle,1
113320,113320,Portugal,"This is an off-dry, lightly pétillant wine, with strawberry fruits and light acidity. Drink immediately.",Pluma,83,15.0,Vinho Verde,,,Roger Voss,@vossroger,Casa de Vila Verde 2016 Pluma Rosé (Vinho Verde),Rosé,Casa de Vila Verde,0
113371,113371,Portugal,"With its definite spritz, this is light, just off-dry Vinho Verde. It has vibrant green fruits, although the yeast character is perhaps too dominant.",Rei do Minho,85,,Vinho Verde,,,Roger Voss,@vossroger,Vinicola do Norte 2009 Rei do Minho White (Vinho Verde),Portuguese White,Vinicola do Norte,0
114569,114569,Portugal,"Soalheiro is in the heartland of Alvarinho in the northern Vinho Verde, close to Spain. This Reserva is a fine expression of the grape that has been enhanced and given added richness by light oak aging. It's a wine that should age to soften the tight crispness. Drink from the end of 2016.",Reserva,92,35.0,Vinho Verde,,,Roger Voss,@vossroger,Quinta de Soalheiro 2014 Reserva Alvarinho (Vinho Verde),Alvarinho,Quinta de Soalheiro,1
116763,116763,Portugal,"Bright pink in color, this is a fresh rosé, just off dry, with lively citrus and wild strawberry fruits. Acidity cuts through the wine, making it crisp and ready to drink.",,86,12.0,Vinho Verde,,,Roger Voss,@vossroger,Casa do Valle 2013 Rosé (Vinho Verde),Rosé,Casa do Valle,0
117375,117375,Portugal,"This off-dry sparkling wine has ripe cherry fruits as well as a touch of tannin for texture. It is crisp, clean, delicately fruity, and ready to drink at any time.",Casal Garcia Rosé,86,12.0,Vinho Verde,,,Roger Voss,@vossroger,Aveleda NV Casal Garcia Rosé Sparkling (Vinho Verde),Portuguese Sparkling,Aveleda,0
117714,117714,Portugal,"Dry Vinho Verde that is packed with citrus, crisp apple fruits and a light sparkle. A great apéritif wine, but also try it with any shellfish.",Terra Antiga,87,10.0,Vinho Verde,,,Roger Voss,@vossroger,Quintas de Melgaço 2010 Terra Antiga White (Vinho Verde),Portuguese White,Quintas de Melgaço,0
117907,117907,Portugal,The Loureiro is the grape of the central part of Vinho Verde. Here it gives a citrus-driven wine that has a mineral texture and ripe acidity. It is ready to drink.,Solo,85,,Vinho Verde,,,Roger Voss,@vossroger,Caves Velhas 2014 Solo Loureiro (Vinho Verde),Loureiro,Caves Velhas,0
118544,118544,Portugal,"With its delicious petillance, this is an apple-fresh, dry Vinho Verde, with lively acidity as crisp as possible, ready to drink.",Aliança,86,9.0,Vinho Verde,,,Roger Voss,@vossroger,Caves Aliança 2010 Aliança White (Vinho Verde),Portuguese White,Caves Aliança,0
118547,118547,Portugal,"On the dry side, this deliciously crisp Vinho Verde has all the right citrus acidity. It's bursting with lively fruits, just petillant in the mouth, with a crisp apple finish. Screwcap.",Twin Vines,86,7.0,Vinho Verde,,,Roger Voss,@vossroger,José Maria da Fonseca 2010 Twin Vines White (Vinho Verde),Portuguese White,José Maria da Fonseca,0
118557,118557,Portugal,"Classic, crispy white berry- and lime-flavored wine. It is pierced with acidity, just touched by some softness. For great summer drinking.",,85,13.0,Vinho Verde,,,Roger Voss,@vossroger,Solar de Pinheiro 2010 White (Vinho Verde),Portuguese White,Solar de Pinheiro,0
118558,118558,Portugal,"Young, clean, fresh Vinho Verde, ready to drink, with refreshing acidity. It has crisp apples and citrus, with just some sweetness to round it out.",Fonte,85,8.0,Vinho Verde,,,Roger Voss,@vossroger,Aveleda 2010 Fonte White (Vinho Verde),Portuguese White,Aveleda,0
119311,119311,Portugal,"Crisp, dry and fresh, this is a lively and fruity wine. It's lightly textured, tangy and clean as a whistle. Drink now.",Torre de Vila Nova,88,12.0,Vinho Verde,,,Roger Voss,@vossroger,Casa de Vila Nova 2013 Torre de Vila Nova White (Vinho Verde),Portuguese White,Casa de Vila Nova,0
119677,119677,Portugal,"Long skin contact has given this wine both its name and its richness. It is packed with ripe apple and green pear flavors that are filled out even more by the tannic, tangy texture that comes from the grape skins. The wine is still young, a rare Vinho Verde that needs aging. Drink from 2017.",Contacto,92,,Vinho Verde,,,Roger Voss,@vossroger,Anselmo Mendes 2015 Contacto Alvarinho (Vinho Verde),Alvarinho,Anselmo Mendes,1
120214,120214,Portugal,"Produced from old vines, this crisp wine is floral and fresh. Concentrated with white and citrus fruit flavors over tight steeliness, it has a serious side of complex textures that will allow it to develop over the next few months. Drink now for the fresh fruit tones, although it will be better from late 2016.",Lua Cheia em Vinhas Velhas Maria Papoila Escolha,90,20.0,Vinho Verde,,,Roger Voss,@vossroger,Wines & Winemakers 2014 Lua Cheia em Vinhas Velhas Maria Papoila Escolha White (Vinho Verde),Portuguese White,Wines & Winemakers,1
120864,120864,Portugal,"Old vines in this case means over 20 years old. The result is a wine that has richness and a delicious creamy texture as well as refreshing swathes of citrus acidity. It could even age, so drink now and until 2018.",QM Vinhas Velhas,91,45.0,Vinho Verde,,,Roger Voss,@vossroger,Quintas de Melgaço 2013 QM Vinhas Velhas Alvarinho (Vinho Verde),Alvarinho,Quintas de Melgaço,1
121324,121324,Portugal,"Rich and soft, classic creamed apple Alvarinho, with a great bite of apple skin acidity. The wine has a caramel edge, giving just an extra complexity and weight. A delicious, juicy, ripe and crisp aftertaste.",Portal do Fidalgo,91,,Vinho Verde,,,Roger Voss,@vossroger,Provam 2009 Portal do Fidalgo Alvarinho (Vinho Verde),Alvarinho,Provam,1
121454,121454,Portugal,"An aromatic wine, full of ripe fruit and with great acidity to balance. It has a touch of spice, pear and crisp apple fruitiness. The texture and the tight minerality indicate the wine is still young. Drink from 2017.",,90,20.0,Vinho Verde,,,Roger Voss,@vossroger,Vila Nova 2015 Alvarinho (Vinho Verde),Alvarinho,Vila Nova,1
121474,121474,Portugal,"From 100% Azal grapes, this is a rich style of Vinho Verde, ripe and citric, touched by minerality. Yeasty aromas go through the palate but don't detract from the ripe final fruit.",Azal,87,12.0,Vinho Verde,,,Roger Voss,@vossroger,Solar de Pinheiro 2009 Azal White (Vinho Verde),Portuguese White,Solar de Pinheiro,0
121756,121756,Portugal,"Zesty and tongue prickling, this is fresh, fruity and ready to drink. It has a sugar sweety character which is tempered by acidity and a touch of red currant.",,83,8.0,Vinho Verde,,,Roger Voss,@vossroger,Mapreco 2014 Rosé (Vinho Verde),Rosé,Mapreco,0
122149,122149,Portugal,"With a distinct pop of gas as it is opened, this light, fruity and lightly sweet wine is a classic summer refresher. Citrus and green apple fruits abound. Screwcap.",Twin Vines,86,,Vinho Verde,,,Roger Voss,@vossroger,José Maria da Fonseca 2011 Twin Vines White (Vinho Verde),Portuguese White,José Maria da Fonseca,0
122333,122333,Portugal,"From a single vineyard in the Vinho Verde sub-region of Monção and Melgaço, the heartland of Alvarinho, the wine is rich and smoothly textured. It has a fine creamy character that is filled with ripe pear and apricot fruits. The more citrus acidity is just right to balance this richness. Drink now.",Casa de Capitão-mor,91,18.0,Vinho Verde,,,Roger Voss,@vossroger,Quinta de Paços 2015 Casa de Capitão-mor Alvarinho (Vinho Verde),Alvarinho,Quinta de Paços,1
122927,122927,Portugal,"There is a lightly yeasty character to this wine that gives it a bitter edge, hindering its fruitiness and crisp apple acidity.",Três Castas,82,10.0,Vinho Verde,,,Roger Voss,@vossroger,Caves Campelo 2015 Três Castas White (Vinho Verde),Portuguese White,Caves Campelo,0
123670,123670,Portugal,"Off dry, fizzy and fresh, this is a classic crisp and clean Vinho Verde, based on the Loureiro grape. It is light and bright with lemon and sugar water flavors, and is ready to drink now.",Adamado,84,10.0,Vinho Verde,,,Roger Voss,@vossroger,Adega Cooperativa Ponte de Lima 2014 Adamado White (Vinho Verde),Portuguese White,Adega Cooperativa Ponte de Lima,0
123780,123780,Portugal,"Unusual for Vinho Verde, this wine was aged in wood for nine months, resulting in a rich, full-bodied character. It's ripe, full of yellow fruits and crisp pear flavors, shot through with lemon acidity. What it potentially lacks in freshness it makes up for in intensity and depth of flavor. Drink from 2016.",Curtimenta,93,,Vinho Verde,,,Roger Voss,@vossroger,Anselmo Mendes 2013 Curtimenta Alvarinho (Vinho Verde),Alvarinho,Anselmo Mendes,1
124132,124132,Portugal,"A new venture from Dirk Niepoort, who has chosen the crisp and fresh Loureiro grape as the base for this tantalizingly refreshing wine. It is dry, dancing lightly on the palate with a lively citrus and grapefruit character.",Dócil,90,20.0,Vinho Verde,,,Roger Voss,@vossroger,Niepoort 2010 Dócil White (Vinho Verde),Portuguese White,Niepoort,1
124217,124217,Portugal,"A fizzy, bubbly wine that is off-dry, very refreshing and fragrant. Soft flavors of apple, grape and even a touch of honey make this a wine that will slip down easy, especially as an apéritif.",Salsus,85,9.0,Vinho Verde,,,Roger Voss,@vossroger,Wines & Winemakers 2012 Salsus White (Vinho Verde),Portuguese White,Wines & Winemakers,0
124234,124234,Portugal,"This is a bright, frothy, light Vinho Verde that is very crisp and soft. A perfumed wine that demands to be drunk as a fresh, it has ample acidity and just a touch of sweetness. Screwcap.",Twin Vines,84,8.0,Vinho Verde,,,Roger Voss,@vossroger,José Maria da Fonseca 2012 Twin Vines White (Vinho Verde),Portuguese White,José Maria da Fonseca,0
124490,124490,Portugal,"This blend of the two classic grapes of Vinho Verde, Loureiro and Alvarinho, is packed with fruit. Apples, lemons and a touch of ripe pear just fill the palate. It is a dry wine, refreshing and crisp with a mineral aftertaste.",Quinta da Aveleda,90,9.0,Vinho Verde,,,Roger Voss,@vossroger,Aveleda 2015 Quinta da Aveleda White (Vinho Verde),Portuguese White,Aveleda,1
124567,124567,Portugal,"Crushed strawberry aromas, followed by flavors that are fresh, sweet and a palate that has the delicious prickle of a young wine. Screwcap.",Casal Garcia,84,8.0,Vinho Verde,,,Roger Voss,@vossroger,Aveleda 2009 Casal Garcia Rosé (Vinho Verde),Rosé,Aveleda,0
124578,124578,Portugal,"They say red Vinho Verde is an acquired taste, and with its very tight tannins and acidity, this wine fits the billing. Think of it with sardines or fatty meats.",Tinto,83,5.0,Vinho Verde,,,Roger Voss,@vossroger,Campelo 2009 Tinto Red (Vinho Verde),Portuguese Red,Campelo,0
124752,124752,Portugal,"This is an aromatic, lightly sweet wine. It has ripe strawberry fruits that have just enough acidity to keep the wine crisp. Drink now.",Vinhas Altas,84,7.0,Vinho Verde,,,Roger Voss,@vossroger,Enoport 2015 Vinhas Altas Rosé (Vinho Verde),Rosé,Enoport,0
124764,124764,Portugal,"A fresh, off-dry wine with a year's aging is unusual for a Vinho Verde in this style. The result is that although the wine has lost some of its startling fruit and acidity, it has smoothed out, giving more room for the apple flavors. Drink now.",,84,10.0,Vinho Verde,,,Roger Voss,@vossroger,Vidigal 2014 White (Vinho Verde),Portuguese White,Vidigal,0
125475,125475,Portugal,"Like wines from many vineyards that look across the Minho river to Spain, this Alvarinho is typically rich, deliciously ripe with pear and peach flavors, and brisk with a streak of acidity. The wine is textured, ripe and perfumed. Keep for six months at least.",QM,90,23.0,Vinho Verde,,,Roger Voss,@vossroger,Quintas de Melgaço 2012 QM Alvarinho (Vinho Verde),Alvarinho,Quintas de Melgaço,1
125993,125993,Portugal,A tight and textured wine that has layers of citrus as well as fresh apples. A bitter edge of sulphur spoils this otherwise lightly fruity wine.,Royal Palmeira,84,13.0,Vinho Verde,,,Roger Voss,@vossroger,Ideal Drinks 2013 Royal Palmeira Loureiro (Vinho Verde),Loureiro,Ideal Drinks,0
126265,126265,Portugal,"This one is a typical, off-dry Vinho Verde with a light prickle and the crispest fruit. The wine is very light, very bright and clean with attractive acidity at the end. Drink now.",Vinhas Altas,84,7.0,Vinho Verde,,,Roger Voss,@vossroger,Enoport 2015 Vinhas Altas White (Vinho Verde),Portuguese White,Enoport,0
126287,126287,Portugal,"This is a typical, fresh, off-dry Vinho Verde. It has citrus and apple flavors, a light, crisp prickle on the tongue and a candied aftertaste. Drink now.",Anjos de Portugal,84,7.0,Vinho Verde,,,Roger Voss,@vossroger,Quinta da Lixa 2015 Anjos de Portugal White (Vinho Verde),Portuguese White,Quinta da Lixa,0
126330,126330,Portugal,"This is an off-dry, crisp and fruity wine with lively acidity and an attractive prickle on the tongue. It's a bright wine, as light and bright as possible with citrus flavors bursting from the glass. Drink now.",Toucas,87,12.0,Vinho Verde,,,Roger Voss,@vossroger,Wines & Winemakers 2016 Toucas White (Vinho Verde),Portuguese White,Wines & Winemakers,0
126339,126339,Portugal,"With a slight prickle on the tongue, this off-dry wine is crisp, fruity, packed with citrus and with fine acidity. It is zesty, tangy and a pleasure to drink with its bright flavors and texture. Drink now.",,87,9.0,Vinho Verde,,,Roger Voss,@vossroger,Aveleda 2016 White (Vinho Verde),Portuguese White,Aveleda,0
126453,126453,Portugal,"This is a rich, smooth and ripe wine. It has plenty of lemon acidity that contrasts with the mineral texture and the melon and pear fruit flavors. The wine is full, refreshing and also likely to age for a few more months. Best to drink this wine from 2017.",Contradição,93,20.0,Vinho Verde,,,Roger Voss,@vossroger,Provam 2014 Contradição Alvarinho (Vinho Verde),Alvarinho,Provam,1
126855,126855,Portugal,"A typical off-dry wine, lightly spritzy and with just enough acidity to balance. The fruit is the thing. The low alcohol makes it a fine summer wine. Drink now.",Salsus,84,10.0,Vinho Verde,,,Roger Voss,@vossroger,Wines & Winemakers 2016 Salsus White (Vinho Verde),Portuguese White,Wines & Winemakers,0
126870,126870,Portugal,"This is a blend of Alvarinho and Loureiro, two of the most emblematic grapes of the Vinho Verde region. The wine is crisp, attractively fruity and light and poised. Drink now.",Sousa Lopes Unfiltered,84,12.0,Vinho Verde,,,Roger Voss,@vossroger,Casa da Torre 2014 Sousa Lopes Unfiltered White (Vinho Verde),Portuguese White,Casa da Torre,0
126907,126907,Portugal,"Classic fresh, extremely tangy wine, all apple, citrus and crispness. It's lively, although also with some fruit richness. Drink now, with shellfish. Screwcap.",,86,10.0,Vinho Verde,,,Roger Voss,@vossroger,Casa de Vila Verde 2010 White (Vinho Verde),Portuguese White,Casa de Vila Verde,0
127043,127043,Portugal,"This soft, medium-sweet wine comes from one of the oldest producers in the Vinho Verde region, established in 1790. The wine is fruity and crisp, with a light sparkle. Bright lemon acidity comes through strongly at the end.",Grande Escolha,85,10.0,Vinho Verde,,,Roger Voss,@vossroger,Casa de Vilacetinho 2016 Grande Escolha White (Vinho Verde),Portuguese White,Casa de Vilacetinho,0
127063,127063,Portugal,"A dry style of Vinho Verde, this is crisp and cool. Slight petillance adds a lift, brightening the citrus flavors and acidity. Drink now.",Azul Portugal,85,12.0,Vinho Verde,,,Roger Voss,@vossroger,Wines & Winemakers 2016 Azul Portugal White (Vinho Verde),Portuguese White,Wines & Winemakers,0
127527,127527,Portugal,"As the name suggests, only 10 barrels of this rich expression of Alvarinho were produced. It has crisp acidity, ripe apple and apricot flavors and just a hint of the wood. An ageworthy white that will be better from 2018.",Nostalgia 10 Barricas,90,75.0,Vinho Verde,,,Roger Voss,@vossroger,Wines & Winemakers 2015 Nostalgia 10 Barricas Alvarinho (Vinho Verde),Alvarinho,Wines & Winemakers,1
128116,128116,Portugal,"A bright, lightly fizzy wine that is off dry and crisp. There are sweet apple and lime fruit flavors with a tang of mandarin orange. The wine is clean, fruity and ready to drink.",Pluma,85,8.0,Vinho Verde,,,Roger Voss,@vossroger,Casa de Vila Verde 2015 Pluma White (Vinho Verde),Portuguese White,Casa de Vila Verde,0
128761,128761,Portugal,"With its green-fruit aromas and ripe citrus flavors, this is a wine that moves generously from cool and crisp to rich and full. Its citrus is balanced by white peach and green-plum flavors. The finish adds an orange-zest tang that is both refreshing and gives a tight texture. Drink now.",Casa de Capitão-mor Reserva,90,18.0,Vinho Verde,,,Roger Voss,@vossroger,Quinta de Paços 2015 Casa de Capitão-mor Reserva Alvarinho (Vinho Verde),Alvarinho,Quinta de Paços,1
129031,129031,Portugal,"This is a ripe, tangy wine. Skin contact before and during fermentation gives an extra richness while also preserving the crisp creaminess of the grape. The extra aging has produced a ripe wine that is ready to drink.",Reserva,88,20.0,Vinho Verde,,,Roger Voss,@vossroger,Quinta de Santiago 2014 Reserva Alvarinho (Vinho Verde),Alvarinho,Quinta de Santiago,0
